Original Row Number,02 Gender,03 Height (in.),04 Weight (lbs.),05 Desired Weight (lbs.),06 Class Level,07 Born in TN?,08 Member of Frat/Sorority?,09 Current GPA,10 Where Do You Sit?,11 Type Of Computer Used?,12 Text Messages Sent Per Day,13 $ Spent on Haircut,14 Percent of Tuition You Pay,15 One or More Parents College Grad?,16 Hours Working a Job Per Week,17 Minutes Per Day on "Facebook",18 Talk on Cell Phone While Driving?,19 Read Text Messages While Driving?,20 Send Text Messages While Driving?,21 Number of Tattoos,22 Number of Body Piercings,23 Grade in Math 125,24 Expected Grade in Stat 201,25 Left or Right Handed?,26 Hand You Hold Phone to Ear,27 Which Wrist Wear Watch,28 Introvert or Extravert,29 Fold or Crumple Toilet Paper,30 Hours per Week Playing Video Games,31 Fold Hands - Thumb on Top?,32 Fuel Efficiency (mpg),33 Distance from Home to UT,34 Hair Color,35 Own an e-Reader?,36 Percentage Dateable,37 Cell Phone Contacts,38 Cell Phone Contacts Gender Majority,39 Right Foot Bigger Toe,40 Left Foot Bigger Toe,41 Percent UT You Are More Attractive Than,42 Percent UT You Are More Intelligent Than,43 Percent UT You Are More Athletic Than,44 Percent UT You Are Funnier Than,45 Percent UT You Are More Wealthy Than,46 Change in Pocket/Purse,47 Significant Other?,48 Your Own Attractiveness Rating,49 Number of Vol Football Games Attended,50 Favorite TV Show,Studentized Resid 42 Percent UT You Are More Intelligent Than,h 42 Percent UT You Are More Intelligent Than,Cook's D Influence 42 Percent UT You Are More Intelligent Than
227,Female,62,170,150,Sophomore,Yes,No,2.94,Near the Front,PC,500,40,0,No,0,300,Occasionally,Occasionally,Occasionally,1,7,D+,A-,Right,Right,Right,Introvert,Fold,0,Right,0,170,Brown,No,0,100,Same,Big Toe,Big Toe,5,10,0,10,50,0.75,No,80,1,So You Think You Can Dance,-0.140691288,0.0753455368,0.0000672049
228,Male,67,129,130,Sophomore,No,No,2.89,Near the Front,Mac,25,18,10,No,35,140,Occasionally,On Rare Occasions,On Rare Occasions,0,0,A,B+,Right,Right,Left,Introvert,Fold,10,Left,26,14,Black,No,20,25,Males,Big Toe,Big Toe,52,49,15,75,72,0.35,No,78,8,"true blood, WWE, sportscenter",-0.593903067,0.0344889337,0.0005249796
229,Male,74,177,220,Junior,Yes,No,2.6,Near the Front,PC,50,12,50,Yes,0,30,On Rare Occasions,Occasionally,Occasionally,0,0,B+,A,Right,Left,Left,Introvert,Fold,1.5,Right,36,45,Brown,No,25,165,Same,Big Toe,Big Toe,65,50,70,65,50,1.49,Yes,75,5,Always Sunny In Philadelphia,-0.901939443,0.0284751655,0.0009934725
230,Male,73,155,175,Sophomore,Yes,No,3.3,Near the Back,Mac,100,30,0,Yes,0,60,Occasionally,Frequently,Frequently,1,0,A,B-,Right,Varies,Left,Extravert,Crumple,3,Left,14,123,Blond,No,10,208,Same,Big Toe,Big Toe,75,50,50,25,30,0,No,85,13,east bound and down,-0.173569552,0.0204782662,0.0000262431
231,Female,66,122,118,Sophomore,Yes,No,3.33,Somewhere Different All The Time,PC,50,60,0,Yes,0,120,On Rare Occasions,Frequently,Occasionally,0,2,A,A,Right,Right,Right,Extravert,Fold,0,Left,0,19.5,Brown,No,50,114,Same,Big Toe,Big Toe,50,50,70,50,60,0.4,No,80,20,so you think you can dance,-0.160810059,0.0184677073,0.0000202733
232,Female,70,128,135,Sophomore,No,No,4,Near the Front,PC,40,20,10,Yes,0,45,On Rare Occasions,Never,Never,0,2,A,A,Right,Varies,Left,Extravert,Crumple,0,Left,25,12.2,Brown,No,5,80,Females,Big Toe,Big Toe,50,50,80,70,70,0.85,No,55,6,NCIS,-1.115606237,0.0185377507,0.0009794766
233,Male,68,170,170,Senior,Yes,No,3,Near the Front,Mac,100,0,0,Yes,0,0,On Rare Occasions,Frequently,Frequently,0,0,B-,B+,Right,Varies,Left,Extravert,Fold,1,Left,10,6,Blond,No,25,75,Females,Big Toe,Big Toe,90,70,85,50,40,0,Yes,90,10,Two and a Half Men,0.0949762888,0.0173776636,6.6469728e-6
234,Female,69,135,135,Freshman,No,No,3.8,Near the Front,Mac,25,40,0,Yes,0,45,On Rare Occasions,On Rare Occasions,Never,0,0,A,A,Right,Left,Left,Introvert,Crumple,0,Right,0,552,Blond,No,10,165,Females,Second Toe,Second Toe,50,60,90,50,70,0,No,50,50,Friends,-0.220650783,0.0243464735,0.0000506221
235,Female,65,130,125,Sophomore,No,Yes,3.8,Around the Middle,Mac,100,35,0,Yes,8,90,Occasionally,Occasionally,Occasionally,0,6,A,A-,Left,Left,Right,Extravert,Crumple,0,Left,40,379.24,Brown,No,30,100,Females,Second Toe,Second Toe,50,65,45,50,75,20,Yes,65,8,30 Rock,0.0021001148,0.022440809,4.2186188e-9
236,Male,65,140,130,Sophomore,No,No,2.85,Near the Front,PC,75,0,0,Yes,28,180,Practically Every Time I Drive,Frequently,Frequently,0,0,C,A,Left,Left,Left,Extravert,Fold,2,Right,22,24.5,Brown,No,57,109,Males,Second Toe,Big Toe,47,42,42,80,70,4.35,No,47,18,Glee,-0.8455059,0.0326282335,0.0010046671
237,Male,74,225,220,Junior,Yes,No,2.65,Around the Middle,PC,200,0,0,No,20,30,Frequently,Frequently,Frequently,0,0,B,A-,Right,Varies,Left,Extravert,Fold,4,Left,33,106,Brown,No,65,200,Same,Big Toe,Big Toe,75,40,70,80,20,0,No,82,30,sportscenter,-1.193092976,0.0252680896,0.0015375334
238,Male,70,165,175,Senior,No,No,3.5,Somewhere Different All The Time,PC,50,10,75,Yes,15,30,On Rare Occasions,Frequently,Frequently,0,0,A,A-,Right,Right,Left,Introvert,Fold,1,Right,15,27,Blond,No,30,40,Same,Second Toe,Big Toe,40,50,30,60,50,9,Yes,70,15,It's Always Sunny In PA,-0.555409816,0.0141813933,0.0001849004
239,Female,64,120,115,Junior,Yes,No,3,Near the Front,PC,10,35,0,Yes,0,45,On Rare Occasions,Frequently,Occasionally,0,4,B+,A-,Right,Right,Left,Introvert,Crumple,0,Left,25,380.17,Blond,No,25,180,Females,Big Toe,Big Toe,50,75,60,50,80,40,No,60,12,Grey's Anatomy,0.6737869458,0.0167656581,0.0003225503
240,Female,63,116,110,Sophomore,No,Yes,3.6,Near the Front,Mac,30,60,0,Yes,0,180,Occasionally,Occasionally,Occasionally,0,2,A,A,Right,Right,Left,Extravert,Crumple,1,Left,26,180,Brown,No,20,100,Same,Second Toe,Second Toe,60,60,70,60,80,75,No,90,15,entourage,-0.625449313,0.0374578845,0.0006343026
241,Male,72,165,160,Senior,Yes,No,3.1,Near the Back,PC,3,28,100,Yes,0,10,Occasionally,Occasionally,Occasionally,0,0,B,B,Right,Right,Left,Introvert,Crumple,1,Left,30,193,Brown,No,20,60,Females,Big Toe,Big Toe,90,80,50,60,30,0,Yes,90,20,Californication,0.1504390074,0.0215009329,0.0000207208
242,Female,62.4,117,110,Junior,Yes,No,2.87,Around the Middle,PC,100,10,0,Yes,0,30,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,0,3,A,A,Right,Left,Left,Extravert,Crumple,0,Left,22.4,35,Brown,Yes,13,348,Same,Second Toe,Second Toe,65,50,23,20,37,23.04,Yes,69,46,private practice,0.0963682207,0.0221954685,8.7835223e-6
243,Male,69,191,185,Sophomore,No,No,3,Near the Front,PC,20,25,0,Yes,12,1,Occasionally,Frequently,Frequently,0,0,C+,B-,Right,Right,Left,Extravert,Crumple,0,Left,17,503,Blond,No,50,40,Males,Big Toe,Big Toe,50,50,50,65,88,0.65,No,67,3,Rescue Me,-0.877457816,0.0191461127,0.0006262065
244,Female,66,135,125,Sophomore,No,No,3.5,Around the Middle,PC,50,0,0,No,15,50,Occasionally,Practically Every Time I Drive,Occasionally,1,8,A-,A-,Right,Right,Right,Introvert,Crumple,0,Left,30,374,Black,No,50,85,Same,Second Toe,Second Toe,90,80,50,70,50,17,No,90,6,Hawthorne,0.3902006427,0.039079304,0.0002580025
245,Female,66,133,125,Sophomore,Yes,No,3.29,Near the Front,Mac,150,30,15,Yes,20,120,Occasionally,Occasionally,Occasionally,0,2,B,A,Right,Left,Left,Extravert,Crumple,1,Right,28,115,Blond,No,5,257,Same,Second Toe,Second Toe,50,75,55,35,35,1.08,Yes,87,7,One Tree Hill,1.3992603135,0.0124683502,0.0010300155
246,Female,64.8,135,110,Sophomore,No,Yes,3.57,Around the Middle,PC,25,75,0,Yes,0,190,Occasionally,On Rare Occasions,On Rare Occasions,0,4,A,B+,Right,Left,Left,Introvert,Crumple,0,Right,16,726,Brown,No,25,249,Same,Same,Same,50,50,60,20,80,0.9,No,70,8,glee,-0.363562331,0.0268383906,0.0001518861
247,Female,63,110,110,Junior,Yes,No,3.94,Near the Front,Mac,15,75,100,No,30,60,On Rare Occasions,On Rare Occasions,On Rare Occasions,1,5,A,A,Right,Right,Left,Introvert,Crumple,2,Right,22,17.7,Blond,No,10,83,Same,Big Toe,Big Toe,30,60,0,5,40,4,Yes,70,15,The Office,0.6567517314,0.0325453612,0.0006045743
248,Male,68,140,144,Senior,Yes,No,3.4,Near the Front,PC,3,12,100,Yes,15,15,Occasionally,Frequently,On Rare Occasions,0,0,B+,C+,Left,Left,Right,Introvert,Fold,0,Right,23,1,Brown,No,15,33,Males,Big Toe,Big Toe,75,60,80,50,30,0,No,88,14,The Apprentice,-0.750442149,0.0167750358,0.0004003444
249,Female,68,135,130,Freshman,No,No,3.9,Near the Front,Mac,50,30,0,Yes,0,120,On Rare Occasions,Occasionally,Occasionally,0,2,A,A,Right,Right,Left,Introvert,Crumple,4,Right,28,381,Black,No,30,63,Same,Second Toe,Same,75,60,0,46,30,1.15,Yes,83,1,Heroes,-0.131358473,0.0221988365,0.0000163224
250,Female,66,135,120,Senior,No,Yes,3.03,Near the Front,PC,50,20,0,Yes,0,120,Occasionally,Occasionally,Occasionally,0,4,B+,A,Right,Right,Right,Introvert,Crumple,0,Left,0,0,Brown,No,50,20,Same,Big Toe,Big Toe,95,80,70,25,35,2,Yes,80,20,Gossip Girl,1.1554204806,0.0323115799,0.0018573405
251,Female,54,260,150,Sophomore,Yes,No,3,Near the Front,Other,6,20,0,No,0,300,Never,Never,Never,0,2,B,B,Right,Right,Right,Introvert,Fold,2,Right,0,385,Brown,No,20,110,Females,Big Toe,Same,65,50,10,80,20,0.25,No,70,3,Law and Order (SVU),-0.80987734,0.1024615007,0.0031198584
252,Male,77,190,205,Junior,No,Yes,3.76,Near the Back,PC,50,0,100,Yes,5,90,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,0,0,A,A,Right,Varies,Left,Introvert,Fold,4,Right,29,395,Blond,No,10,345,Same,Big Toe,Big Toe,80,80,80,50,25,21,No,94,20,Royal Pains,0.2205185064,0.0292384497,0.0000610268
253,Male,73,215,200,Sophomore,No,No,3.45,Near the Front,Mac,100,15,0,Yes,0,120,On Rare Occasions,Frequently,Occasionally,0,0,A-,A,Ambidextrous,Left,Left,Extravert,Fold,4,Left,22,526.34,Brown,No,50,98,Males,Big Toe,Big Toe,70,80,70,80,70,0,No,75,11,How I Met Your Mother,0.2763209318,0.0143061668,0.000046174
254,Male,73,151,160,Junior,Yes,No,2.75,Around the Middle,Mac,50,0,100,No,20,45,Frequently,Occasionally,Occasionally,0,0,A-,B+,Right,Right,Left,Introvert,Crumple,3,Right,16,18,Brown,No,10,200,Males,Big Toe,Big Toe,0,50,70,50,30,0,Yes,75,10,jersey shore,0.6142103453,0.0331651245,0.000539203
255,Female,65,140,130,Senior,Yes,Yes,3.3,Around the Middle,Mac,30,50,0,Yes,20,60,Frequently,Frequently,Frequently,0,2,A,A,Right,Varies,Left,Extravert,Crumple,0,Right,16,364,Blond,No,5,200,Same,Second Toe,Second Toe,20,20,40,50,20,0.1,No,85,30,Entourage,-1.114568409,0.0177172065,0.0009336002
256,Male,71,180,180,Junior,Yes,No,3.6,Around the Middle,PC,30,12,0,No,15,15,Occasionally,Frequently,Frequently,2,0,A,A,Right,Right,Left,Extravert,Varies,7,No Thumbs,27,4.1,Brown,No,50,230,Males,Same,Second Toe,90,80,80,85,10,0,Yes,90,2,The Venture Bros,0.2563566094,0.0327165803,0.0000926173
257,Female,68,160,145,Senior,Yes,No,2.41,Near the Front,PC,10,20,50,Yes,0,0,Occasionally,Never,Never,0,3,B+,A-,Right,Left,Left,Extravert,Fold,15,Left,19,6.5,Red,No,0,28,Females,Same,Same,40,55,0,75,50,5.6,Yes,70,5,Hell's Kitchen,-0.104922348,0.0352034717,0.0000167369
258,Male,76,185,180,Junior,Yes,No,2.43,Near the Front,PC,30,12,0,Yes,0,30,Occasionally,Frequently,Frequently,0,0,D+,A-,Right,Right,Left,Extravert,Fold,15,Right,35,119,Brown,No,10,90,Females,Second Toe,Second Toe,75,50,65,45,20,0.69,Yes,85,15,Spongebob Squarepants,-0.570886689,0.0303119408,0.0004244928
259,Female,63,117,110,Junior,Yes,No,3.36,Near the Back,PC,45,55,0,Yes,15,10,Occasionally,Frequently,Frequently,0,4,A,B,Right,Varies,Left,Introvert,Crumple,0,Right,25,26.08,Brown,No,20,234,Females,Big Toe,Big Toe,50,60,50,30,30,3.45,Yes,80,5,One Tree Hill,0.5134936573,0.0115130344,0.000127961
260,Male,69,150,165,Sophomore,Yes,No,3.9,Near the Back,PC,10,12,0,No,0,2,Occasionally,Occasionally,Occasionally,0,0,A,A,Right,Left,Left,Introvert,Crumple,0,Right,29,190,Brown,No,30,104,Males,Big Toe,Big Toe,100,85,79,65,60,0,No,92,13,swamp people,-0.065894895,0.0165484411,3.0443629e-6
261,Male,70,165,155,Sophomore,Yes,Yes,3.69,Around the Middle,Mac,30,16,0,Yes,20,30,Occasionally,Occasionally,Occasionally,0,0,A,A,Right,Right,Left,Extravert,Fold,0,Right,22,96,Blond,No,30,60,Males,Second Toe,Second Toe,60,40,80,40,40,15,Yes,90,12,South Park or Sports Center,-1.227790066,0.0173305492,0.0011077503
262,Male,65,140,135,Junior,No,No,3.4,Near the Front,PC,20,30,100,Yes,0,60,Occasionally,Occasionally,Occasionally,0,0,A,A,Right,Left,Left,Extravert,Crumple,6,Left,33,244,Brown,No,15,87,Same,Second Toe,Second Toe,70,85,80,90,75,0,No,85,4,Chuck,-0.255231143,0.0270254322,0.0000753923
263,Female,69,140,130,Sophomore,Yes,Yes,2.89,Around the Middle,PC,35,50,0,Yes,0,2,Occasionally,On Rare Occasions,Never,0,2,C+,B+,Right,Left,Right,Extravert,Crumple,1,Left,15,106,Brown,No,10,250,Same,Big Toe,Big Toe,60,30,25,50,50,0,No,84,20,friends,-1.213964666,0.0138315061,0.0008612301
264,Female,66,127,125,Sophomore,Yes,No,3.7,Around the Middle,Mac,100,20,0,Yes,0,60,On Rare Occasions,Practically Every Time I Drive,Practically Every Time I Drive,0,5,A,A-,Right,Right,Left,Introvert,Varies,0,Left,0,181,Brown,No,2,170,Males,Same,Same,15,45,15,30,45,23,Yes,50,0,"grey's anatomydesperate housewives",0.4356244536,0.0211755804,0.0001710582
265,Male,72,182,180,Junior,No,Yes,2.9,Around the Middle,Mac,20,13,20,Yes,40,60,Occasionally,Frequently,Frequently,0,1,C,B,Right,Varies,Left,Extravert,Crumple,1,Left,17,634,Brown,No,100,280,Males,Second Toe,Same,30,30,40,30,20,0,No,75,15,The Office,-0.431514844,0.0425881212,0.0003451198
266,Female,65,144,130,Sophomore,No,No,3.83,The Front Row,Mac,10,20,1,No,20,30,On Rare Occasions,Never,Never,0,5,A,A,Ambidextrous,Right,Left,Extravert,Crumple,0,Left,30,2190,Blond,No,30,30,Females,Second Toe,Second Toe,50,50,90,70,40,1.86,No,80,8,make it or break it,-1.354102813,0.0852023266,0.0071157133
267,Male,70,142,158,Sophomore,Yes,Yes,3.9,Around the Middle,PC,120,18,0,Yes,0,30,On Rare Occasions,Practically Every Time I Drive,Practically Every Time I Drive,0,0,A,A,Left,Left,Right,Introvert,Crumple,0.5,Right,30,199,Red,No,10,220,Same,Big Toe,Same,80,95,75,98,89,0.15,No,85,100,Sportscenter,0.6453863981,0.0250900956,0.0004466488
268,Female,66,164,155,Freshman,No,No,0,Near the Front,PC,20,25,5,No,10,120,On Rare Occasions,Never,Never,0,0,A-,A,Left,Left,Right,Introvert,Crumple,1,Left,17,10.82,Brown,No,50,70,Females,Second Toe,Second Toe,25,65,10,40,15,1.97,No,64,1,Glee,2.7567948456,0.0489752345,0.0163073109
269,Male,65,175,150,Junior,No,Yes,1.17,Near the Front,Mac,2,15,100,Yes,30,25,On Rare Occasions,Never,Never,0,0,B,A-,Right,Right,Left,Introvert,Crumple,5,Left,15,13,Brown,No,45,275,Same,Big Toe,Big Toe,7,20,15,25,65,0,Yes,82,39,The Big Bang Theory,-0.568174851,0.0487638792,0.0006895451
270,Female,62,121,121,Junior,No,No,3.3,Near the Front,PC,100,55,0,Yes,0,0,Occasionally,Occasionally,On Rare Occasions,0,4,C+,B,Right,Varies,Left,Extravert,Fold,5,Right,24,376,Black,No,21,102,Same,Second Toe,Second Toe,5,80,80,50,70,0.35,Yes,100,15,Spongebob,1.7343958748,0.0409638906,0.0053536683
271,Female,67,144,135,Senior,Yes,Yes,2.98,Around the Middle,Mac,30,55,0,Yes,5,180,Occasionally,Frequently,Frequently,0,2,B,A,Right,Right,Left,Extravert,Crumple,0,Left,22.5,376.6,Red,No,50,231,Females,Second Toe,Second Toe,75,40,30,45,50,65,No,85,50,That 70s Show,-1.042072339,0.0302516985,0.0014114816
272,Male,75,245,230,Junior,Yes,No,2.98,Near the Front,PC,20,10,50,Yes,0,6,Occasionally,Frequently,Occasionally,0,0,D+,B+,Right,Varies,Left,Introvert,Varies,5,Left,26,180,Blond,No,15,200,Same,Second Toe,Second Toe,85,60,87,50,40,0,No,89.999,30,Lie to Me,-0.887864364,0.0225681411,0.0007583877
273,Female,63,110,120,Freshman,Yes,No,2.7,Around the Middle,PC,30,0,10,No,0,120,Never,Never,Never,0,5,A,A,Right,Right,Left,Introvert,Varies,0,Left,0,395,Brown,No,5,253,Same,Second Toe,Second Toe,100,100,90,70,30,0,No,99,1,the game,1.7909095781,0.0333314886,0.0046080079
274,Female,69,130,125,Sophomore,Yes,Yes,3.4,Around the Middle,PC,50,55,0,Yes,0,15,On Rare Occasions,Occasionally,Occasionally,0,2,B,B+,Right,Varies,Left,Extravert,Crumple,0,Right,20,19.6,Brown,No,5,203,Females,Big Toe,Big Toe,75,60,40,60,80,57,Yes,75,60,Glee,-0.521403248,0.0216182075,0.0002502923
275,Female,59,130,115,Junior,Yes,No,3.4,Around the Middle,Mac,150,120,0,Yes,17,120,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,0,4,A,A,Right,Varies,Left,Extravert,Fold,1,Left,25,76.59,Blond,No,10,229,Males,Second Toe,Second Toe,50,50,20,60,50,1.72,Yes,50,10,Teen Mom,-0.348130195,0.0369742241,0.0001938801
276,Male,72,180,185,Junior,No,Yes,3.55,Around the Middle,PC,70,15,15,Yes,0,15,Occasionally,Occasionally,Occasionally,1,0,C+,A,Right,Right,Left,Extravert,Fold,0,Left,26,12,Red,No,20,251,Males,Second Toe,Second Toe,50,50,50,50,50,25,No,80,12,King of Queens,-0.514280447,0.0150011129,0.0001678327
277,Female,60,125,120,Senior,Yes,No,3.51,Near the Front,PC,50,12,0,Yes,20,5,On Rare Occasions,Frequently,On Rare Occasions,0,2,B,A,Right,Right,Left,Extravert,Crumple,0,Left,28,55,Blond,No,2,341,Same,Same,Same,90,80,95,80,30,1.6,Yes,95,10,Three's Company,0.0727506331,0.0302558268,6.8804075e-6
278,Male,67,160,160,Sophomore,No,No,3.4,Around the Middle,Mac,100,15,0,Yes,0,30,Frequently,Occasionally,Occasionally,0,2,A-,A-,Right,Varies,Left,Introvert,Crumple,1,Left,13.4,63,Brown,No,43,267,Same,Big Toe,Big Toe,50,50,80,47,29,37.75,Yes,89,40,espn,-0.251798949,0.0177648714,0.0000477797
279,Female,66,120,115,Sophomore,Yes,No,3.5,Around the Middle,PC,250,25,0,Yes,0,45,Occasionally,Frequently,Occasionally,0,3,A,A,Right,Right,Left,Extravert,Varies,1,Left,33,97,Red,No,10,285,Same,Big Toe,Big Toe,50,75,75,40,75,5.15,Yes,60,15,Scrubs,0.9102465587,0.0194790078,0.0006858305
280,Male,73,190,185,Junior,No,Yes,3.77,Near the Front,Mac,20,0,0,Yes,0,60,Frequently,Frequently,Frequently,0,0,A,A-,Right,Right,Left,Extravert,Fold,0,Right,15,300,Blond,No,5,200,Same,Second Toe,Second Toe,75,60,80,99,55,0,No,80,15,Eastbound and Down,-1.032159648,0.0158101387,0.0007130817
281,Female,56,120,110,Senior,No,Yes,3.36,Around the Middle,Mac,25,40,60,Yes,8,30,Frequently,Occasionally,Occasionally,0,3,B+,A-,Right,Right,Right,Introvert,Crumple,1,Right,0,191.71,Brown,No,40,150,Females,Second Toe,Second Toe,30,15,30,30,20,0.6,No,70,16,Friday Night Lights,-1.755548395,0.0248226822,0.0032687333
282,Male,70,145,155,Freshman,No,No,0,The Front Row,PC,2,15,0,Yes,0,45,On Rare Occasions,Never,Never,0,0,A,A,Right,Right,Right,Introvert,Fold,3,Right,20,103,Blond,No,70,50,Males,Same,Second Toe,35,80,68,20,70,8,No,68,3,The Office,2.9242758246,0.0596814146,0.0226146315
283,Female,63,135,132,Other,No,No,4,Around the Middle,Mac,25,30,100,Yes,40,15,Frequently,On Rare Occasions,Occasionally,0,2,A,A,Right,Right,Left,Introvert,Varies,0,Right,29,5.6,Brown,No,20,115,Females,Big Toe,Second Toe,50,90,60,30,30,0,Yes,85,0,Friends,1.3216921391,0.0283098642,0.002120603
284,Male,70,155,155,Junior,Yes,No,3,Near the Back,Mac,50,23,0,No,48,45,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,0,0,B+,B+,Right,Right,Left,Introvert,Fold,5,Right,20,200,Brown,No,7,132,Same,Same,Same,40,20,70,70,20,0.07,No,80,100,how i met your mother,-1.61811145,0.0402243338,0.004572195
285,Female,68,145,130,Sophomore,Yes,Yes,3.1,Around the Middle,PC,200,16,0,Yes,0,120,Practically Every Time I Drive,Practically Every Time I Drive,Practically Every Time I Drive,0,5,A-,A,Right,Right,Left,Extravert,Crumple,0,Right,30,314,Blond,No,25,534,Same,Second Toe,Second Toe,50,50,50,10,60,20,No,75,52,"Grey's Anatomy, One Tree Hill, and Two and Half Men",0.3725335075,0.0330266959,0.0001975014
286,Female,64,121,121,Senior,No,No,2.88,The Front Row,PC,10,0,100,Yes,50,45,Occasionally,Never,Never,0,2,A,B,Right,Right,Right,Introvert,Crumple,0,Right,22,0,Brown,No,10,150,Same,Second Toe,Big Toe,30,50,50,25,50,0,Yes,80,2,Biggest Loser,0.0679115697,0.0383004503,7.6531595e-6
287,Female,65,135,120,Senior,Yes,No,3.4,Near the Front,PC,100,11,20,Yes,5,15,Occasionally,Frequently,Frequently,0,4,A,A,Right,Varies,Left,Introvert,Fold,0,Right,19,62,Black,No,5,100,Same,Big Toe,Big Toe,20,30,70,50,40,0.65,No,70,7,Grey's Anatomy,-0.989382352,0.0169512292,0.0007033042
288,Male,74,198,186,Other,Yes,Yes,3.15,Near the Front,PC,0,11,100,No,0,0,Never,Never,Never,0,0,B,B+,Right,Right,Left,Extravert,Fold,0,Right,31,3,Grey,No,10,0,No Cell Phone,Second Toe,Second Toe,75,50,95,25,75,0.04,No,75,200,Masterworks Theatre,-1.429653817,0.0796906058,0.007374351
289,Male,68,140,140,Sophomore,Yes,No,3.88,Near the Front,Mac,10,0,70,Yes,10,10,On Rare Occasions,Never,Never,0,0,A,A,Right,Varies,Left,Introvert,Fold,0,Left,34,92,Brown,No,15,141,Males,Big Toe,Big Toe,33,10,15,30,75,11,No,80,8,Swamp People,-2.779515993,0.0267601139,0.0088510577
290,Male,75,300,230,Junior,Yes,Yes,2.15,Around the Middle,PC,20,0,0,Yes,0,180,Occasionally,Frequently,Frequently,2,0,B,B+,Right,Varies,Left,Extravert,Crumple,28,Right,18,189,Brown,No,60,500,Same,Same,Same,40,20,30,60,50,0,No,70,20,Big Bang Theory,-1.784881793,0.0926105503,0.0135479759
291,Female,67,160,145,Sophomore,Yes,No,3.72,Around the Middle,PC,75,0,50,Yes,0,30,Practically Every Time I Drive,Practically Every Time I Drive,Practically Every Time I Drive,0,4,A,A,Right,Right,Left,Extravert,Crumple,0,Left,0,187,Blond,No,10,250,Same,Big Toe,Big Toe,0,10,10,2,0,0,No,30,15,Lost,-0.9335638,0.0295690376,0.0011064946
292,Male,67,180,170,Senior,Yes,No,3.27,Near the Front,PC,50,15,0,Yes,12,60,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,4,0,C,A,Right,Left,Left,Extravert,Crumple,0,Right,25,27.7,Blond,No,70,120,Same,Second Toe,Second Toe,50,75,80,60,45,72,Yes,70,40,Law & Order: SVU,0.8133442524,0.085820384,0.0025875961
293,Female,63,121,115,Other,Yes,No,3.83,Near the Back,PC,1,30,100,Yes,0,30,Occasionally,Never,Never,0,2,A,A,Right,Left,Right,Introvert,Crumple,0,Right,0,98.8,Brown,No,30,25,Same,Big Toe,Second Toe,40,80,20,50,20,1.37,No,60,2,Law and Order,1.2074262506,0.0254116555,0.001583878
294,Male,72,285,250,Senior,Yes,No,2.28,Around the Middle,PC,15,10,80,No,20,30,Never,Never,Never,0,0,C+,A,Right,Right,Right,Introvert,Fold,1,Right,0,393.32,Black,No,75,317,Same,Second Toe,Same,90,100,25,100,10,0,No,90,8,Sanford and Son,1.6549928017,0.0579742512,0.0070234962
295,Male,70,165,175,Junior,Yes,Yes,3,Somewhere Different All The Time,Mac,10,14,0,Yes,0,0,Occasionally,On Rare Occasions,On Rare Occasions,0,0,C,B+,Right,Varies,Left,Introvert,Fold,0,Right,15,15,Red,No,33,150,Same,Same,Same,50,60,65,50,60,0,No,70,50,King of the Hill,0.1732114094,0.0104170776,0.0000131594
296,Male,71,195,175,Sophomore,Yes,No,3.69,The Front Row,PC,200,17,0,Yes,20,25,Occasionally,Frequently,Occasionally,0,0,A,B+,Left,Left,Right,Extravert,Fold,0,Right,22,379,Brown,No,5,249,Females,Big Toe,Second Toe,40,90,20,30,50,0.73,No,50,9,None,2.2111782708,0.0219151082,0.0045646065
297,Female,64,130,115,Junior,Yes,No,3.55,Near the Back,PC,150,50,0,No,8,120,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,0,2,A,A,Right,Right,Left,Extravert,Crumple,0,Left,28,9.5,Blond,No,50,208,Females,Big Toe,Second Toe,35,60,20,20,60,2.25,No,65,35,Grey's Anatomy,0.8724167434,0.0141858234,0.0004563481
298,Female,54,115,115,Junior,Yes,Yes,3.4,The Back Row,PC,15,14,0,Yes,4,120,Frequently,Frequently,Frequently,0,3,C,B,Right,Varies,Left,Introvert,Crumple,0,Right,0,2.64,Brown,No,1,0,Females,Same,Same,50,50,50,50,50,0,Yes,50,40,history channel,-0.505730934,0.0419984595,0.0004671915
299,Male,71,156,175,Junior,No,No,3.1,Near the Front,PC,100,40,20,No,17,40,Occasionally,On Rare Occasions,On Rare Occasions,0,0,A-,A,Right,Varies,Left,Introvert,Fold,10,Left,12,359,Brown,No,30,144,Same,Big Toe,Big Toe,70,90,80,60,30,0.95,No,80,12,Seinfeld,1.408791054,0.015736806,0.0013221699
300,Female,62,119,125,Sophomore,Yes,No,3.1,Near the Front,PC,60,10,20,Yes,23,180,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,3,3,B+,B+,Right,Right,Right,Extravert,Varies,3,Left,35,2,Brown,No,10,58,Males,Same,Same,85,50,30,30,8,0.47,No,94.3,1,CashCab,-0.282665475,0.0544296568,0.0001916355
